Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa)
2277,384.61618,0,0,0,0,0,0,0,0,7.5031696,81.831353,126.55884,21.022372,0,0,0,0,45.524399,304.30114,399.74472,33.885848,0,0,0,0,27.134327,124.43691,70.152468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,384.60973,0,0,0,0,0,0,0,0,7.5030437,81.829981,126.55671,21.02202,0,0,0,0,45.523636,304.29604,399.73802,33.88528,0,0,0,0,27.133872,124.43483,70.151291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,384.60328,0,0,0,0,0,0,0,0,7.5029179,81.828608,126.55459,21.021667,0,0,0,0,45.522872,304.29093,399.73131,33.884712,0,0,0,0,27.133417,124.43274,70.150115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,384.59683,0,0,0,0,0,0,0,0,7.5027921,81.827236,126.55247,21.021315,0,0,0,0,45.522109,304.28583,399.72461,33.884144,0,0,0,0,27.132962,124.43065,70.148939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,384.59038,0,0,0,0,0,0,0,0,7.5026663,81.825864,126.55035,21.020962,0,0,0,0,45.521345,304.28073,399.71791,33.883575,0,0,0,0,27.132507,124.42857,70.147762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,384.58393,0,0,0,0,0,0,0,0,7.5025404,81.824491,126.54822,21.02061,0,0,0,0,45.520582,304.27562,399.7112,33.883007,0,0,0,0,27.132051,124.42648,70.146586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,384.57748,0,0,0,0,0,0,0,0,7.5024146,81.823119,126.5461,21.020257,0,0,0,0,45.519818,304.27052,399.7045,33.882439,0,0,0,0,27.131596,124.42439,70.145409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,384.57103,0,0,0,0,0,0,0,0,7.5022888,81.821747,126.54398,21.019905,0,0,0,0,45.519055,304.26542,399.69779,33.881871,0,0,0,0,27.131141,124.42231,70.144233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,384.56458,0,0,0,0,0,0,0,0,7.5021629,81.820374,126.54186,21.019552,0,0,0,0,45.518292,304.26031,399.69109,33.881302,0,0,0,0,27.130686,124.42022,70.143056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,384.55813,0,0,0,0,0,0,0,0,7.5020371,81.819002,126.53973,21.0192,0,0,0,0,45.517528,304.25521,399.68439,33.880734,0,0,0,0,27.130231,124.41813,70.14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,384.55168,0,0,0,0,0,0,0,0,7.5019113,81.81763,126.53761,21.018847,0,0,0,0,45.516765,304.25011,399.67768,33.880166,0,0,0,0,27.129776,124.41605,70.140703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,384.54523,0,0,0,0,0,0,0,0,7.5017855,81.816257,126.53549,21.018494,0,0,0,0,45.516001,304.245,399.67098,33.879598,0,0,0,0,27.129321,124.41396,70.139527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,384.53878,0,0,0,0,0,0,0,0,7.5016596,81.814885,126.53337,21.018142,0,0,0,0,45.515238,304.2399,399.66428,33.879029,0,0,0,0,27.128866,124.41187,70.13835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,384.53233,0,0,0,0,0,0,0,0,7.5015338,81.813513,126.53125,21.017789,0,0,0,0,45.514474,304.2348,399.65757,33.878461,0,0,0,0,27.128411,124.40979,70.137174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,384.52588,0,0,0,0,0,0,0,0,7.501408,81.81214,126.52912,21.017437,0,0,0,0,45.513711,304.22969,399.65087,33.877893,0,0,0,0,27.127956,124.4077,70.135997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,384.51943,0,0,0,0,0,0,0,0,7.5012821,81.810768,126.527,21.017084,0,0,0,0,45.512947,304.22459,399.64416,33.877324,0,0,0,0,27.127501,124.40561,70.134821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,384.51298,0,0,0,0,0,0,0,0,7.5011563,81.809396,126.52488,21.016732,0,0,0,0,45.512184,304.21949,399.63746,33.876756,0,0,0,0,27.127046,124.40353,70.133645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,384.50653,0,0,0,0,0,0,0,0,7.5010305,81.808024,126.52276,21.016379,0,0,0,0,45.51142,304.21438,399.63076,33.876188,0,0,0,0,27.126591,124.40144,70.132468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,384.50008,0,0,0,0,0,0,0,0,7.5009047,81.806651,126.52063,21.016027,0,0,0,0,45.510657,304.20928,399.62405,33.87562,0,0,0,0,27.126136,124.39935,70.131292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,384.49363,0,0,0,0,0,0,0,0,7.5007788,81.805279,126.51851,21.015674,0,0,0,0,45.509894,304.20418,399.61735,33.875051,0,0,0,0,27.125681,124.39727,70.130115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,384.48718,0,0,0,0,0,0,0,0,7.500653,81.803907,126.51639,21.015322,0,0,0,0,45.50913,304.19908,399.61065,33.874483,0,0,0,0,27.125226,124.39518,70.128939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,384.48073,0,0,0,0,0,0,0,0,7.5005272,81.802534,126.51427,21.014969,0,0,0,0,45.508367,304.19397,399.60394,33.873915,0,0,0,0,27.124771,124.39309,70.127762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,384.47428,0,0,0,0,0,0,0,0,7.5004013,81.801162,126.51214,21.014616,0,0,0,0,45.507603,304.18887,399.59724,33.873347,0,0,0,0,27.124316,124.391,70.126586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,384.46783,0,0,0,0,0,0,0,0,7.5002755,81.79979,126.51002,21.014264,0,0,0,0,45.50684,304.18377,399.59053,33.872778,0,0,0,0,27.123861,124.38892,70.125409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,384.46138,0,0,0,0,0,0,0,0,7.5001497,81.798417,126.5079,21.013911,0,0,0,0,45.506076,304.17866,399.58383,33.87221,0,0,0,0,27.123406,124.38683,70.124233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,384.45493,0,0,0,0,0,0,0,0,7.5000238,81.797045,126.50578,21.013559,0,0,0,0,45.505313,304.17356,399.57713,33.871642,0,0,0,0,27.122951,124.38474,70.123056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,384.44848,0,0,0,0,0,0,0,0,7.499898,81.795673,126.50365,21.013206,0,0,0,0,45.504549,304.16846,399.57042,33.871073,0,0,0,0,27.122496,124.38266,70.12188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,384.44203,0,0,0,0,0,0,0,0,7.4997722,81.7943,126.50153,21.012854,0,0,0,0,45.503786,304.16335,399.56372,33.870505,0,0,0,0,27.12204,124.38057,70.120703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,384.43558,0,0,0,0,0,0,0,0,7.4996464,81.792928,126.49941,21.012501,0,0,0,0,45.503023,304.15825,399.55702,33.869937,0,0,0,0,27.121585,124.37848,70.119527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,384.42913,0,0,0,0,0,0,0,0,7.4995205,81.791556,126.49729,21.012149,0,0,0,0,45.502259,304.15315,399.55031,33.869369,0,0,0,0,27.12113,124.3764,70.11835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,384.42268,0,0,0,0,0,0,0,0,7.4993947,81.790183,126.49516,21.011796,0,0,0,0,45.501496,304.14804,399.54361,33.8688,0,0,0,0,27.120675,124.37431,70.117174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,384.41623,0,0,0,0,0,0,0,0,7.4992689,81.788811,126.49304,21.011444,0,0,0,0,45.500732,304.14294,399.5369,33.868232,0,0,0,0,27.12022,124.37222,70.115998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,384.40978,0,0,0,0,0,0,0,0,7.499143,81.787439,126.49092,21.011091,0,0,0,0,45.499969,304.13784,399.5302,33.867664,0,0,0,0,27.119765,124.37014,70.114821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,384.40333,0,0,0,0,0,0,0,0,7.4990172,81.786066,126.4888,21.010738,0,0,0,0,45.499205,304.13273,399.5235,33.867096,0,0,0,0,27.11931,124.36805,70.113645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,384.39688,0,0,0,0,0,0,0,0,7.4988914,81.784694,126.48667,21.010386,0,0,0,0,45.498442,304.12763,399.51679,33.866527,0,0,0,0,27.118855,124.36596,70.112468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,384.39043,0,0,0,0,0,0,0,0,7.4987656,81.783322,126.48455,21.010033,0,0,0,0,45.497678,304.12253,399.51009,33.865959,0,0,0,0,27.1184,124.36388,70.111292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,384.38398,0,0,0,0,0,0,0,0,7.4986397,81.781949,126.48243,21.009681,0,0,0,0,45.496915,304.11742,399.50339,33.865391,0,0,0,0,27.117945,124.36179,70.110115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,384.37753,0,0,0,0,0,0,0,0,7.4985139,81.780577,126.48031,21.009328,0,0,0,0,45.496152,304.11232,399.49668,33.864823,0,0,0,0,27.11749,124.3597,70.108939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,384.37108,0,0,0,0,0,0,0,0,7.4983881,81.779205,126.47819,21.008976,0,0,0,0,45.495388,304.10722,399.48998,33.864254,0,0,0,0,27.117035,124.35762,70.107762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,384.36463,0,0,0,0,0,0,0,0,7.4982622,81.777832,126.47606,21.008623,0,0,0,0,45.494625,304.10212,399.48327,33.863686,0,0,0,0,27.11658,124.35553,70.106586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,384.35818,0,0,0,0,0,0,0,0,7.4981364,81.77646,126.47394,21.008271,0,0,0,0,45.493861,304.09701,399.47657,33.863118,0,0,0,0,27.116125,124.35344,70.105409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,384.35173,0,0,0,0,0,0,0,0,7.4980106,81.775088,126.47182,21.007918,0,0,0,0,45.493098,304.09191,399.46987,33.862549,0,0,0,0,27.11567,124.35136,70.104233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,384.34528,0,0,0,0,0,0,0,0,7.4978848,81.773716,126.4697,21.007565,0,0,0,0,45.492334,304.08681,399.46316,33.861981,0,0,0,0,27.115215,124.34927,70.103056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,384.33883,0,0,0,0,0,0,0,0,7.4977589,81.772343,126.46757,21.007213,0,0,0,0,45.491571,304.0817,399.45646,33.861413,0,0,0,0,27.11476,124.34718,70.10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,384.33238,0,0,0,0,0,0,0,0,7.4976331,81.770971,126.46545,21.00686,0,0,0,0,45.490807,304.0766,399.44976,33.860845,0,0,0,0,27.114305,124.34509,70.100704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,384.32593,0,0,0,0,0,0,0,0,7.4975073,81.769599,126.46333,21.006508,0,0,0,0,45.490044,304.0715,399.44305,33.860276,0,0,0,0,27.11385,124.34301,70.099527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,384.31948,0,0,0,0,0,0,0,0,7.4973814,81.768226,126.46121,21.006155,0,0,0,0,45.48928,304.06639,399.43635,33.859708,0,0,0,0,27.113395,124.34092,70.098351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,384.31303,0,0,0,0,0,0,0,0,7.4972556,81.766854,126.45908,21.005803,0,0,0,0,45.488517,304.06129,399.42964,33.85914,0,0,0,0,27.11294,124.33883,70.097174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,384.30658,0,0,0,0,0,0,0,0,7.4971298,81.765482,126.45696,21.00545,0,0,0,0,45.487754,304.05619,399.42294,33.858572,0,0,0,0,27.112485,124.33675,70.095998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,384.30013,0,0,0,0,0,0,0,0,7.497004,81.764109,126.45484,21.005098,0,0,0,0,45.48699,304.05108,399.41624,33.858003,0,0,0,0,27.112029,124.33466,70.094821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,384.29368,0,0,0,0,0,0,0,0,7.4968781,81.762737,126.45272,21.004745,0,0,0,0,45.486227,304.04598,399.40953,33.857435,0,0,0,0,27.111574,124.33257,70.093645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,384.28723,0,0,0,0,0,0,0,0,7.4967523,81.761365,126.45059,21.004393,0,0,0,0,45.485463,304.04088,399.40283,33.856867,0,0,0,0,27.111119,124.33049,70.092468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,384.28078,0,0,0,0,0,0,0,0,7.4966265,81.759992,126.44847,21.00404,0,0,0,0,45.4847,304.03577,399.39613,33.856299,0,0,0,0,27.110664,124.3284,70.091292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,384.27433,0,0,0,0,0,0,0,0,7.4965006,81.75862,126.44635,21.003687,0,0,0,0,45.483936,304.03067,399.38942,33.85573,0,0,0,0,27.110209,124.32631,70.090115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,384.26788,0,0,0,0,0,0,0,0,7.4963748,81.757248,126.44423,21.003335,0,0,0,0,45.483173,304.02557,399.38272,33.855162,0,0,0,0,27.109754,124.32423,70.088939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,384.26143,0,0,0,0,0,0,0,0,7.496249,81.755875,126.4421,21.002982,0,0,0,0,45.482409,304.02046,399.37601,33.854594,0,0,0,0,27.109299,124.32214,70.087762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,384.25498,0,0,0,0,0,0,0,0,7.4961232,81.754503,126.43998,21.00263,0,0,0,0,45.481646,304.01536,399.36931,33.854025,0,0,0,0,27.108844,124.32005,70.086586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,384.24853,0,0,0,0,0,0,0,0,7.4959973,81.753131,126.43786,21.002277,0,0,0,0,45.480883,304.01026,399.36261,33.853457,0,0,0,0,27.108389,124.31797,70.08541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,384.24208,0,0,0,0,0,0,0,0,7.4958715,81.751758,126.43574,21.001925,0,0,0,0,45.480119,304.00516,399.3559,33.852889,0,0,0,0,27.107934,124.31588,70.084233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,384.23563,0,0,0,0,0,0,0,0,7.4957457,81.750386,126.43361,21.001572,0,0,0,0,45.479356,304.00005,399.3492,33.852321,0,0,0,0,27.107479,124.31379,70.083057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,384.22918,0,0,0,0,0,0,0,0,7.4956198,81.749014,126.43149,21.00122,0,0,0,0,45.478592,303.99495,399.3425,33.851752,0,0,0,0,27.107024,124.31171,70.08188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,384.22273,0,0,0,0,0,0,0,0,7.495494,81.747641,126.42937,21.000867,0,0,0,0,45.477829,303.98985,399.33579,33.851184,0,0,0,0,27.106569,124.30962,70.080704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,384.21628,0,0,0,0,0,0,0,0,7.4953682,81.746269,126.42725,21.000515,0,0,0,0,45.477065,303.98474,399.32909,33.850616,0,0,0,0,27.106114,124.30753,70.079527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,384.20983,0,0,0,0,0,0,0,0,7.4952424,81.744897,126.42512,21.000162,0,0,0,0,45.476302,303.97964,399.32238,33.850048,0,0,0,0,27.105659,124.30545,70.078351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,384.20338,0,0,0,0,0,0,0,0,7.4951165,81.743525,126.423,20.999809,0,0,0,0,45.475538,303.97454,399.31568,33.849479,0,0,0,0,27.105204,124.30336,70.077174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,384.19693,0,0,0,0,0,0,0,0,7.4949907,81.742152,126.42088,20.999457,0,0,0,0,45.474775,303.96943,399.30898,33.848911,0,0,0,0,27.104749,124.30127,70.075998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,384.19048,0,0,0,0,0,0,0,0,7.4948649,81.74078,126.41876,20.999104,0,0,0,0,45.474012,303.96433,399.30227,33.848343,0,0,0,0,27.104294,124.29918,70.074821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,384.18403,0,0,0,0,0,0,0,0,7.494739,81.739408,126.41664,20.998752,0,0,0,0,45.473248,303.95923,399.29557,33.847774,0,0,0,0,27.103839,124.2971,70.073645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,384.17758,0,0,0,0,0,0,0,0,7.4946132,81.738035,126.41451,20.998399,0,0,0,0,45.472485,303.95412,399.28887,33.847206,0,0,0,0,27.103384,124.29501,70.072468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,384.17113,0,0,0,0,0,0,0,0,7.4944874,81.736663,126.41239,20.998047,0,0,0,0,45.471721,303.94902,399.28216,33.846638,0,0,0,0,27.102929,124.29292,70.071292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,384.16468,0,0,0,0,0,0,0,0,7.4943616,81.735291,126.41027,20.997694,0,0,0,0,45.470958,303.94392,399.27546,33.84607,0,0,0,0,27.102474,124.29084,70.070115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,384.15823,0,0,0,0,0,0,0,0,7.4942357,81.733918,126.40815,20.997342,0,0,0,0,45.470194,303.93881,399.26875,33.845501,0,0,0,0,27.102018,124.28875,70.068939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,384.15178,0,0,0,0,0,0,0,0,7.4941099,81.732546,126.40602,20.996989,0,0,0,0,45.469431,303.93371,399.26205,33.844933,0,0,0,0,27.101563,124.28666,70.067763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,384.14533,0,0,0,0,0,0,0,0,7.4939841,81.731174,126.4039,20.996637,0,0,0,0,45.468667,303.92861,399.25535,33.844365,0,0,0,0,27.101108,124.28458,70.066586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,384.13888,0,0,0,0,0,0,0,0,7.4938582,81.729801,126.40178,20.996284,0,0,0,0,45.467904,303.9235,399.24864,33.843797,0,0,0,0,27.100653,124.28249,70.06541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,384.13243,0,0,0,0,0,0,0,0,7.4937324,81.728429,126.39966,20.995931,0,0,0,0,45.46714,303.9184,399.24194,33.843228,0,0,0,0,27.100198,124.2804,70.064233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,384.12598,0,0,0,0,0,0,0,0,7.4936066,81.727057,126.39753,20.995579,0,0,0,0,45.466377,303.9133,399.23524,33.84266,0,0,0,0,27.099743,124.27832,70.063057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,384.11953,0,0,0,0,0,0,0,0,7.4934807,81.725684,126.39541,20.995226,0,0,0,0,45.465614,303.9082,399.22853,33.842092,0,0,0,0,27.099288,124.27623,70.06188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,384.11308,0,0,0,0,0,0,0,0,7.4933549,81.724312,126.39329,20.994874,0,0,0,0,45.46485,303.90309,399.22183,33.841524,0,0,0,0,27.098833,124.27414,70.060704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,384.10663,0,0,0,0,0,0,0,0,7.4932291,81.72294,126.39117,20.994521,0,0,0,0,45.464087,303.89799,399.21512,33.840955,0,0,0,0,27.098378,124.27206,70.059527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,384.10018,0,0,0,0,0,0,0,0,7.4931033,81.721567,126.38904,20.994169,0,0,0,0,45.463323,303.89289,399.20842,33.840387,0,0,0,0,27.097923,124.26997,70.058351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,384.09373,0,0,0,0,0,0,0,0,7.4929774,81.720195,126.38692,20.993816,0,0,0,0,45.46256,303.88778,399.20172,33.839819,0,0,0,0,27.097468,124.26788,70.057174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,384.08728,0,0,0,0,0,0,0,0,7.4928516,81.718823,126.3848,20.993464,0,0,0,0,45.461796,303.88268,399.19501,33.83925,0,0,0,0,27.097013,124.2658,70.055998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,384.08083,0,0,0,0,0,0,0,0,7.4927258,81.71745,126.38268,20.993111,0,0,0,0,45.461033,303.87758,399.18831,33.838682,0,0,0,0,27.096558,124.26371,70.054821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,384.07438,0,0,0,0,0,0,0,0,7.4925999,81.716078,126.38055,20.992759,0,0,0,0,45.460269,303.87247,399.18161,33.838114,0,0,0,0,27.096103,124.26162,70.053645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,384.06793,0,0,0,0,0,0,0,0,7.4924741,81.714706,126.37843,20.992406,0,0,0,0,45.459506,303.86737,399.1749,33.837546,0,0,0,0,27.095648,124.25954,70.052469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,384.06148,0,0,0,0,0,0,0,0,7.4923483,81.713333,126.37631,20.992053,0,0,0,0,45.458743,303.86227,399.1682,33.836977,0,0,0,0,27.095193,124.25745,70.051292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,384.05503,0,0,0,0,0,0,0,0,7.4922225,81.711961,126.37419,20.991701,0,0,0,0,45.457979,303.85716,399.16149,33.836409,0,0,0,0,27.094738,124.25536,70.050116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,384.04858,0,0,0,0,0,0,0,0,7.4920966,81.710589,126.37206,20.991348,0,0,0,0,45.457216,303.85206,399.15479,33.835841,0,0,0,0,27.094283,124.25327,70.048939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,384.04213,0,0,0,0,0,0,0,0,7.4919708,81.709217,126.36994,20.990996,0,0,0,0,45.456452,303.84696,399.14809,33.835273,0,0,0,0,27.093828,124.25119,70.047763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,384.03568,0,0,0,0,0,0,0,0,7.491845,81.707844,126.36782,20.990643,0,0,0,0,45.455689,303.84185,399.14138,33.834704,0,0,0,0,27.093373,124.2491,70.046586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,384.02923,0,0,0,0,0,0,0,0,7.4917191,81.706472,126.3657,20.990291,0,0,0,0,45.454925,303.83675,399.13468,33.834136,0,0,0,0,27.092918,124.24701,70.04541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,384.02278,0,0,0,0,0,0,0,0,7.4915933,81.7051,126.36358,20.989938,0,0,0,0,45.454162,303.83165,399.12798,33.833568,0,0,0,0,27.092463,124.24493,70.044233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,384.01633,0,0,0,0,0,0,0,0,7.4914675,81.703727,126.36145,20.989586,0,0,0,0,45.453398,303.82654,399.12127,33.832999,0,0,0,0,27.092007,124.24284,70.043057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,384.00988,0,0,0,0,0,0,0,0,7.4913417,81.702355,126.35933,20.989233,0,0,0,0,45.452635,303.82144,399.11457,33.832431,0,0,0,0,27.091552,124.24075,70.04188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,384.00343,0,0,0,0,0,0,0,0,7.4912158,81.700983,126.35721,20.98888,0,0,0,0,45.451872,303.81634,399.10786,33.831863,0,0,0,0,27.091097,124.23867,70.040704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,383.99698,0,0,0,0,0,0,0,0,7.49109,81.69961,126.35509,20.988528,0,0,0,0,45.451108,303.81124,399.10116,33.831295,0,0,0,0,27.090642,124.23658,70.039527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,383.99053,0,0,0,0,0,0,0,0,7.4909642,81.698238,126.35296,20.988175,0,0,0,0,45.450345,303.80613,399.09446,33.830726,0,0,0,0,27.090187,124.23449,70.038351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,383.98407,0,0,0,0,0,0,0,0,7.4908383,81.696866,126.35084,20.987823,0,0,0,0,45.449581,303.80103,399.08775,33.830158,0,0,0,0,27.089732,124.23241,70.037175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,383.98407,0,0,0,0,0,0,0,0,7.4908383,81.696866,126.35084,20.987823,0,0,0,0,45.449581,303.80103,399.08775,33.830158,0,0,0,0,27.089732,124.23241,70.037175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,383.98407,0,0,0,0,0,0,0,0,7.4908383,81.696866,126.35084,20.987823,0,0,0,0,45.449581,303.80103,399.08775,33.830158,0,0,0,0,27.089732,124.23241,70.037175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
